Order_ID,Hotel_Name,City,Dish_Name,Category,Variant,Base_Price,Packing_Charge,Total_Price,Packed_Status,Food_Rating
513,Thakur Chiefs,Himachal Pradesh,Dal Makhani,Veg,Half,124,50,174,Packed,3.2
514,Thakur Chiefs,Himachal Pradesh,Mutton Biryani,Non-Veg,Half,97,50,147,Packed,2.5
515,Thakur Chiefs,Himachal Pradesh,Prawn Masala,Non-Veg,Half,309,50,359,Packed,6.0
516,Thakur Chiefs,Himachal Pradesh,Matar Paneer,Veg,Full,429,50,479,Packed,5.6
517,Thakur Chiefs,Himachal Pradesh,Chicken Handi,Non-Veg,Full,482,50,532,Packed,0.1
518,Thakur Chiefs,Himachal Pradesh,Mutton Rogan Josh,Non-Veg,Half,118,0,118,Unpacked,1.7
519,Thakur Chiefs,Himachal Pradesh,Tandoori Chicken,Non-Veg,Full,269,50,319,Packed,5.1
520,Thakur Chiefs,Himachal Pradesh,Tandoori Roti,Veg,Full,452,50,502,Packed,4.9
521,Thakur Chiefs,Himachal Pradesh,Mix Veg Curry,Veg,Half,297,0,297,Unpacked,3.9
522,Thakur Chiefs,Himachal Pradesh,Chicken Curry,Non-Veg,Half,274,50,324,Packed,4.4
523,Thakur Chiefs,Himachal Pradesh,Chicken Korma,Non-Veg,Full,251,50,301,Packed,1.1
524,Thakur Chiefs,Himachal Pradesh,Chicken Handi,Non-Veg,Full,482,0,482,Unpacked,3.1
525,Thakur Chiefs,Himachal Pradesh,Shahi Paneer,Veg,Full,162,50,212,Packed,1.1
526,Thakur Chiefs,Himachal Pradesh,Rajma Chawal,Veg,Full,290,0,290,Unpacked,5.6
527,Thakur Chiefs,Himachal Pradesh,Paneer Butter Masala,Veg,Full,477,0,477,Unpacked,1.4
528,Thakur Chiefs,Himachal Pradesh,Egg Curry,Non-Veg,Full,437,0,437,Unpacked,1.8
529,Thakur Chiefs,Himachal Pradesh,Mutton Biryani,Non-Veg,Half,97,0,97,Unpacked,3.9
530,Thakur Chiefs,Himachal Pradesh,Chicken Curry,Non-Veg,Half,274,50,324,Packed,4.0
531,Thakur Chiefs,Himachal Pradesh,Tandoori Roti,Veg,Full,452,50,502,Packed,2.4
532,Thakur Chiefs,Himachal Pradesh,Butter Chicken,Non-Veg,Full,166,50,216,Packed,3.8
533,Thakur Chiefs,Himachal Pradesh,Kadai Paneer,Veg,Full,202,50,252,Packed,1.3
534,Thakur Chiefs,Himachal Pradesh,Rajma Chawal,Veg,Full,290,50,340,Packed,2.7
535,Thakur Chiefs,Himachal Pradesh,Chicken Tikka Masala,Non-Veg,Full,261,0,261,Unpacked,4.2
536,Thakur Chiefs,Himachal Pradesh,Chicken Lollipop,Non-Veg,Full,429,50,479,Packed,4.6
537,Thakur Chiefs,Himachal Pradesh,Fish Curry,Non-Veg,Half,244,0,244,Unpacked,3.2
538,Thakur Chiefs,Himachal Pradesh,Veg Pulao,Veg,Half,317,50,367,Packed,0.4
539,Thakur Chiefs,Himachal Pradesh,Chicken Biryani,Non-Veg,Half,99,50,149,Packed,1.0
540,Thakur Chiefs,Himachal Pradesh,Chicken Handi,Non-Veg,Full,482,50,532,Packed,4.1
541,Thakur Chiefs,Himachal Pradesh,Chicken Curry,Non-Veg,Full,458,50,508,Packed,5.4
542,Thakur Chiefs,Himachal Pradesh,Tandoori Roti,Veg,Half,271,0,271,Unpacked,0.8
543,Thakur Chiefs,Himachal Pradesh,Baingan Bharta,Veg,Full,194,50,244,Packed,3.4
544,Thakur Chiefs,Himachal Pradesh,Fish Curry,Non-Veg,Full,408,50,458,Packed,2.4
545,Thakur Chiefs,Himachal Pradesh,Prawn Masala,Non-Veg,Half,309,50,359,Packed,3.5
546,Thakur Chiefs,Himachal Pradesh,Dal Makhani,Veg,Full,207,0,207,Unpacked,4.2
547,Thakur Chiefs,Himachal Pradesh,Chicken Biryani,Non-Veg,Half,99,50,149,Packed,5.9
548,Thakur Chiefs,Himachal Pradesh,Butter Naan,Veg,Half,219,0,219,Unpacked,2.5
549,Thakur Chiefs,Himachal Pradesh,Egg Curry,Non-Veg,Half,262,0,262,Unpacked,2.2
550,Thakur Chiefs,Himachal Pradesh,Mutton Curry,Non-Veg,Full,509,0,509,Unpacked,5.2
551,Thakur Chiefs,Himachal Pradesh,Chicken Lollipop,Non-Veg,Full,429,0,429,Unpacked,0.5
552,Thakur Chiefs,Himachal Pradesh,Fish Curry,Non-Veg,Half,244,0,244,Unpacked,0.7
553,Thakur Chiefs,Himachal Pradesh,Chicken Biryani,Non-Veg,Full,165,50,215,Packed,4.4
554,Thakur Chiefs,Himachal Pradesh,Palak Paneer,Veg,Half,132,50,182,Packed,5.9
555,Thakur Chiefs,Himachal Pradesh,Tandoori Roti,Veg,Full,452,0,452,Unpacked,4.9
556,Thakur Chiefs,Himachal Pradesh,Palak Paneer,Veg,Full,221,0,221,Unpacked,0.9
557,Thakur Chiefs,Himachal Pradesh,Aloo Gobi,Veg,Half,158,50,208,Packed,4.9
558,Thakur Chiefs,Himachal Pradesh,Baingan Bharta,Veg,Half,116,50,166,Packed,1.2
559,Thakur Chiefs,Himachal Pradesh,Chole Bhature,Veg,Half,317,0,317,Unpacked,3.6
560,Thakur Chiefs,Himachal Pradesh,Chicken Curry,Non-Veg,Half,274,50,324,Packed,4.4
561,Thakur Chiefs,Himachal Pradesh,Matar Paneer,Veg,Full,429,50,479,Packed,3.2
562,Thakur Chiefs,Himachal Pradesh,Egg Curry,Non-Veg,Half,262,50,312,Packed,3.0
563,Thakur Chiefs,Himachal Pradesh,Kadai Paneer,Veg,Half,121,0,121,Unpacked,3.5
564,Thakur Chiefs,Himachal Pradesh,Egg Curry,Non-Veg,Full,437,50,487,Packed,1.8
565,Thakur Chiefs,Himachal Pradesh,Rajma Chawal,Veg,Half,174,0,174,Unpacked,1.8
566,Thakur Chiefs,Himachal Pradesh,Dal Makhani,Veg,Half,124,0,124,Unpacked,3.3
567,Thakur Chiefs,Himachal Pradesh,Dal Makhani,Veg,Full,207,0,207,Unpacked,4.7
568,Thakur Chiefs,Himachal Pradesh,Mix Veg Curry,Veg,Full,496,0,496,Unpacked,0.9
569,Thakur Chiefs,Himachal Pradesh,Matar Paneer,Veg,Half,257,0,257,Unpacked,1.4
570,Thakur Chiefs,Himachal Pradesh,Palak Paneer,Veg,Full,221,50,271,Packed,4.8
571,Thakur Chiefs,Himachal Pradesh,Chicken Lollipop,Non-Veg,Half,257,0,257,Unpacked,5.8
572,Thakur Chiefs,Himachal Pradesh,Chicken Biryani,Non-Veg,Half,99,0,99,Unpacked,1.5
573,Thakur Chiefs,Himachal Pradesh,Aloo Gobi,Veg,Full,264,50,314,Packed,5.5
574,Thakur Chiefs,Himachal Pradesh,Chicken Handi,Non-Veg,Full,482,50,532,Packed,3.2
575,Thakur Chiefs,Himachal Pradesh,Prawn Masala,Non-Veg,Half,309,50,359,Packed,1.6
576,Thakur Chiefs,Himachal Pradesh,Fish Curry,Non-Veg,Half,244,50,294,Packed,1.1
577,Thakur Chiefs,Himachal Pradesh,Egg Curry,Non-Veg,Half,262,0,262,Unpacked,1.3
578,Thakur Chiefs,Himachal Pradesh,Chicken Lollipop,Non-Veg,Full,429,0,429,Unpacked,5.7
579,Thakur Chiefs,Himachal Pradesh,Paneer Butter Masala,Veg,Half,286,50,336,Packed,5.8
580,Thakur Chiefs,Himachal Pradesh,Chole Bhature,Veg,Full,529,50,579,Packed,4.2
